index,score,comment_text,class
5249,0,"Yeah, I understand that. Mot was accused of blaming the woman. I merely pointed out that..... Never mind.
",0
5250,0,"I guess i'm still into the """"ticker"""" tape way of reporting news.  lead comes in - work gets designated... you talk to so and so, you..and you talk to this so and so.  to look at the angles from the get and maybe ask some tough questions. nobody's feet really get held to the fire it seems.  the story of lanana and the complexity and layers of information around that and how they relate...I didn't get much sense of  looking behind the curtain.  the story seemed like a list of who's paying him what and the rest felt kind of """"light"""".  the belotti handshake ...it's like really...?   that REALLY happened?  but no deep digging on  how did it happen.  reported where people involved, facts of the non-agreement.  I don't remember the stories specifically to use specific examples...it is just my general impression.  like there is no accountability.  there have been some very well done stories.  the babb story was well done.  .  as far as the bundy thing - who could keep up?
",0
5255,0.2,"A brokered convention that denies Trump will provide a losing ticket.  A convention that denies Bernie Sanders will only lose the young and idealistic Democrats.  Any bets?
",0
5262,0,"I don't see many boat loads of people leaving Flordia for socialist Cuba.  Socialism, no matter how it's glorified promotes irresponsible and unaccountable behavior of government and those governed. One has to simply look back into history to see its demise over and over again. To say our economy is """"managed"""" because of the Federal Reserve's role is a terrible over-simplification. The vast success of the middle class is only possible because of our free market, or what is left of it.  We in fact do not live in a democracy, rather we live in a republic. In a democracy the majority rules making legislation such as affirmative action impossible. In a republic, we hold our elected officials accountable and live with compromise. As a long time republican I am embarrassed with our current leadership and how out of touch they have become.  Oh my, when will I be able to vote for someone rather than vote against someone else!
",0
5265,0,"Beautifully put, Mr. Goldberg. One would think, from the current appetite for using corporate verbiage and strategies, that students were widgets. If one wants to churn out drones, the corporate model is the one to follow. This would, of course, dovetail with the """"No Child Left Behind"""" legacy of George W. Bush who viewed kids and teachers as automatons to condition and test.
",0
5266,0,"""""Google ...  Wikipedia Arctic Methane ...""""  Erhm, I did ... and found the great majority of the articles outdated and completely obviated by the findings in the Ruppel paper that I cited previously.  :-/  The one paper that was more current (a 2016 article on methane emissions from the Arctic seabed), stated that dating of the methane expulsion sites indicated gas release has been """"... ongoing for many millennia ...""""  Not a word about any special, modern-day increases in rate or risk - we've been living with this for all of our lives (and indeed throughout the lifetime of technological civilization).  With all due respect, your understanding of the issue is seriously out of date and needs an upgrade.  Please do familiarize yourself with the Ruppel paper (real science).  :-/
",0
5268,0,"Oh for goodness' sake. All this hand-wringing about the Donald. In truly important matters, he's indistinguishable from Reagan, W, or Rubio/Cruz. Economy, Taxes, and Defense: those are the only truly critical issues, the ones that drive all others. Trump is identical to the Republican orthodoxy that has prevailed since the Reagan era. He is no firebrand or revolutionary force. He's just not a fundamental Christian panderer. In other words, in the least important issues facing this country, Trump is same old, same old.
",0
5270,0,"One seldom reads of such naiveté in a person of such age. Corporations don't have consciences? They are entities concerned only with profit. Human life. The environment, flora and fauna. Mother Earth, itself. None of these factor in decisions. We have a century of examples, though human greed and short-sightedness hardly began with the rise of corporations. """"Apres moi, le déluge."""" So said a French king and that attitude didn't die among the powerful with his death. It is up to the rest of us to FORCE a change in the powers-that-be. The best way, perhaps our only chance, is to realign our Supreme Court to make corporations less powerful and much more accountable.
",0
5272,0,"Hint: if you wish to be believed that you in fact disregarded a comment, don't reply to it.
",0
5277,0.2,"""""Duplicitous criminal?"""" Sorry, friend, but one doesn't get to make up charges. I'm unaware of any charges, much less convictions, of our former Secretary of State. I am also unaware of any grandiose promises she has made that are unreachable, assuming we don't have a continuance of our """"No!"""" congressional Republican leadership. As for that 1% thing: I applaud a person that is willing to sacrifice for the general good. You aren't envious of her wealth, are you? Far more disturbing is a billionaire like Trump saying this country sucks and who wants to give himself and his cronies unprecedented MAJOR tax cuts. Hillary may be a somewhat jelly-like centrist, but she's no hate-filled greed ball like Trump.
",0
5283,0.2,"The """"level of unhappiness among voters"""" is also strong in the Democratic party, and anyone else on the left side of the electorate. Hence the Sanders campaign. We don't want another cautious, timid, establishment candidate like Obama or Bill and Hillary Clinton. All that leads to is less money for us, more support for war, corporations and Wall Street. The fact that the Republicans are even crazier is no longer enough of a reason to vote for Democrats, any Democrat. If that's all government has to offer us then we will look for help elsewhere. I'll vote for Sanders.
",0
5285,0,"You did? And didn't see the 2015 studies?  You have a link to more recent studies?  Study findings based on NASA's CARVE mission concluded in 2015, that methane emissions in the Arctic during the cold season are higher than previously thought.  And ...  A 2015 study concluded that Arctic sea ice decline accelerates methane emissions from the Arctic tundra. One of the study researchers noted, """"The expectation is that with further sea ice decline, temperatures in the Arctic will continue to rise, and so will methane emissions from northern wetlands.""""[17]  Links are provided here... https://en.m.wikipedia.org/wiki/Arctic_methane_emissions#Contribution_to_climate_change
",0
5286,0.166666667,"I doubt it, as historically that hasn't happened when we've increased the minimum wage. Some prices will go up, some profits will go down, people will adapt and learn to live with it. From an employee's point of view, a job that doesn't pay enough to live on is worthless. So it doesn't matter if it leaves the state. Might even be for the best.
",0
5291,0,"Trump or anyone else is not required to divest themselves of their financial interests if they should become President. So the question is whether Trump cares more about appearances and the good of the country or his own financial interests. That remains to be seen, but my opinion is he at least has a much different mindset about the good of the country than does our current President. Mr. Obama and his administration have opened unprecedented doors with disregard for rule of law, and has been reprimanded by the courts, including the Supreme Court, multiple times for doing so. It would be very surprising for anyone with a conservative mindset who reveres rule of law, including Donald Trump, to exceed Obama's temerity. But no matter what Trump does should he become President, you can be certain the liberal Democrats will howl """"Conflict of interest!"""" Trump will make a nasty return comment, to the cheers of many, and continue forward, and we'll assess where we are in four years.
",0
5292,0,"The problem is that tens of millions of adult Americans work for less than a living wage.  I work in a production environment.  My job doesn't require a degree, but we have to do math, and we have to be focused.  There are no teenagers at my workplace.  Most of us are middle-aged, experienced people with a good work ethic.  When someone comes in who's not so bright, or has bad work habits, they get cycled out very quickly.  Yet most of us earn less than $12 per hour.  Our economy has devolved to the point where employers can have grownups for a teenager's wage.  It's nice for them, but not so good for the employees, or for society.  We could have a low teenage wage, or a low first 30-days on the job wage.  If it's really a job that requires no knowledge and no experience, then those employers will be okay with kids and high-turnover adults.  Employers who want grownups should pay a living wage.  A full-time worker should be able to rent an apartment.
",0
5293,0,"Brown said, """"...so working families can catch up...""""  How does anyone expect to raise a family on minimum wage??  It's totally unrealistic and very poor planning to have a family on minimum wage.  Even at $14.75, they'll be looking at poverty forever, especially when the pay increase makes them ineligible for food stamps, and other free """"hand-outs"""".  Brown also said, """"...businesses have time to plan for the increase.”  Sure, they will either lay-off workers, or increase prices.  The price increases will also hamper these families.  Folks, there is nothing to jump-for-joy about this bill.  What Oregon needs is to attract manufacturing, not run-off employers with over regulation.
",0
5295,0,"""""Under Sanders’ plan, free health care would be paid for through higher taxes, with the bulk paid by higher income-earners."""" So it's not actually free.
",0
5297,0,"Well, your edits are written at the usual Wikipedia level, so there's that. You should note that Sacagawea was enslaved by other Indians (in fact, slavery was entrenched in most American Indian cultures, especially in the PacNW). And sold as a slave by Indians to her truly terrible """"husband"""". And that Lewis and Clark praised her to no end and acknowledged that without her, they would have failed. Also, I don't think it is noteworthy that a former boy's school didn't admit females. There are and were plenty of Catholic """"girls"""" schools that, surprise!, don't admit boys.
",0
5298,0,"""""Mr. Obama and his administration have opened unprecedented doors with disregard for rule of law, and has been reprimanded by the courts, including the Supreme Court, multiple times..."""" Can you be more specific? Post citations backing up your claims please.
",0
5299,0,"I believe the progressive movement (like we have at the city and state levels) is what is making Trump so appealing.  The Trump movement is the nation's response to the progressives and their PC nonsense that has gone too far, all across the nation.
",0
5300,0,"Donald would not be in favor of that.
",0
5302,0,"You can NOT smoke this marijuana. Please leave what you grew in the New Seasons Hawthorne men's room tonight at 9 pm.
",0
5304,0,"If a job pays enough to live on and buy groceries, none of us will likely miss food stamps. Nor will the taxpayers have to pay for it. By the way, most of us pay taxes too. Likewise we would much prefer to be able to rent any apartment rather than depend on subsidies like Section 8, which locally has a long waiting list and many landlords won't take it. Ditto utility help, which I hear is not much available anyway. These are all good programs that help a lot of people but it would be a lot better just to get a living wage and not have to depend on them.
",0
5308,0.2,"Independent contractors are free of the rigid rules and politics of the workplace faced by employees.  You have a written agreement as to what each party brings to the table and nothing more.  The comment below about """"at will employment,"""" it is not correct. I can't hire a male employee and then later tell him, I decided I only want women on the job.  I can just fire you without cause, but if I fired all the men, the lawyers would be fighting for your case.  Taken from an article about Hooters: Title VII of the Civil Rights Act lets companies discriminate on the basis of """"religion, sex, or national origin in those instances where religion, sex, or national origin is a bona fide occupational qualification reasonably necessary to the normal operation of the particular business or enterprise."""" The courts agreed with Hooters twice.  The new company can state that being female is BFOQ; that clearly is not true; however, he isn't an employee, so he is SOL.
",0
5309,0.1,"Chris Wig has no idea what he is doing, and the DPLC (and Kitty Piercy as well) are using him like a puppet.  Joshua Skov is another one I would never vote for.
",0
5311,0,"Another major contributor to the global warming/species extinction crisis is big agriculture; especially CAFO's - Concentrated Animal Feeding Operations- factory farming of cows, pigs, chickens.  Not only do these animals suffer torture daily for their entire lives, the methane released is immense contributing to global warming and the waste and chemicals  pollute and toxify the natural environment. The Rodale Institute released a white paper April 23rd, 2014 entitled; """"Regenerative Organic Agriculture and Climate Change: A Down to Earth Solution to Global Warming"""" Buy local and from small organic farms.
",0
5315,0,"What if the general election pits Trump against Hillary, who you're pick?
",0
5316,0,"It's the progressive movement (city, state, and federal levels) that has made Trump an extremely appealing candidate.
",0
5319,0,"Hi Stephen, I am not sure if you are referring to me as personifying all large companies as greedy.  I only mentioned one - Exxon.  You must be one of those intelligent folks who thinks for themselves.  I'd like to think I am thinking for myself.  I have read a lot about climate change and how big companies work.  You don't really have to read much of anything to get the big company's side of an issues.  Their side is basically our culture.  Stephen, just for kicks, let's try another issue.  Do you think the lending institutions, the bond rating agencies, and the big investment banks did anything unethical that just might have help cause the economic deep recessions at the end of George W. Bush's second term?  I do.  I read books pro and con.  There was a heck of a lot of greed going of there.  That is my conclusion.  I am guessing that is not your conclusion, but, hey, I could be dead wrong.
",0
5320,0,"To Trump supportors - please name the specific policy of Mr. Trump's that you most agree with.    Can it be done by an act of congress or just an act of Trump?  So from Trump supportors side, do you believe him literally in what he says?  Or is this just a lot of wink, wink, nudge nudge, """"I'm just foolin' around here"""", good ol' boy talk?        I hope it's a mask he wears for political occasions, but I'm afraid this is really who he is.
",0
5322,0,"Probably will be released next week.  He didn't actually shoot anybody; 'victimless crime"""", don't you know?  Then, when he actually kills someone and goes to prison it will be 'society's fault' for not properly 'nurturing' him.  And with that last name, 'racist' to suggest that he should be responsible for his own actions.
",0
5325,0,"Hi tompainell,  I wrote the editorial.  You may be right that I am naive.  I've done a lot of reading about economics and climate change, and recently read a bunch of things on will power and addiction.  You are correct that greed has been around a very long time.  Corporations did not invent greed.  Heck, that's the point of King, a story that certainly corporations.  It does, though, boggle my mind that the Exxon folks could do quality research on climate change and then the """"officers"""" of Exxon could lie about their own findings.  The corporate officers are not the corporation, but individual people.  My only explanation for such individual behavior is addiction to greed.  I don't think the individuals were sinister """"heh, heh, heh"""" evil individuals who are out to destroy the world.  I am quite aware of how corporations work.  The 2008 financial SNAFU - greed right down the line from the mortgage lenders, to the rating agencies, and the big investment banks.
",0
5328,0.3,"Why no comment on the Democrat Administrations that had overseen the Oregon DEQ for 20 years? Are the administrations of Roberts, Kitzhaber and Kulongoski not responsible for much of the DEQ's ineptitude? Your article does not hold them responsible and is de facto journalistic malpractice. Stick to strip club reviews.
",0
5329,0,"Voting out every Commissioner who votes for this proposal would be a good start.  I'm already voting against Sid Leiken based on his $800,000 bonus vote for the Lane County Administrators and encouraging voting against Bozievich for the same reason as well as his lack of honesty for the financial support for the jail after that levy passed.  Voting against them and telling them why is the only method to get their attention.   Mr. Leiken is running for Secy of State this year as well so you can vote against him for that position if he votes for the tobacco measure as well.
",0
5331,0,"Actually, it is Dina Wills who needs to take a good course on fact checking, for spreading totally false information.  Neither Colin Powell or Condoleezza Rice had their own personal email server, as Clinton did.  Clinton had an email server computer set up at her home, that she fully controlled and had physical possession of.  The Wall Street Journal ( 3/10/15 ) exposed the allegation about Rice as being patently untrue, for Rice never, ever used any personal email address in any work capacity.  And while Powell very rarely used a personal email account, he never used it for any serious or classified discussions, as Clinton did.  And it was not on a private sever that he possessed.   Both Powell and Rice used commercial email services for their own personal emails.  The only person who should feel foolish is Wills, for so blatantly misrepresenting this matter.   The Washington Post wrote an editorial about how Democrats have so badly mislead the public on this issue back on 3/5/15.
",0
5333,0,"Actually, if you check my reply to her, her so called """"facts"""" are actually falsehoods.   She is simply parroting misleading Democratic Party propaganda on this issue, nothing more.   As I noted, a number of investigations by various news media showed that these allegations about Powell and Rice were untrue.   And this was all widely discussed in the news media a full year ago.   So it is hardly recent news.   Yet, she continues to spread this false information.  She also does not appear to understand the difference between having a private email address with some commercial email service like Microsoft Hotmail or Google Mail, and actually physically possessing your own private email server computer that you have total control over, which is what Clinton, and only Clinton, did.   That is a huge difference.
",0
5336,0.3,"I think you have a good point regarding Trump and policy – """"truly important matters.""""  Although he does, as Paul Scott suggests in his comment, rattle off a lot about what he will do in arenas that the constitution reserves for congress or courts. All the winning he promises require cooperation with the other branches. Yes, all candidates do that. Trump, however, does it more, and with far less ambiguity than normal.  Sadly, beyond that, Mr. Trump is also distinguishable from all previous candidates in my lifetime for his brazen use of common-enemy tactics that include open disrespect for millions of Mexicans, Muslims, women, African Americans, and ... who else? (It's hard to keep track.) And his shocking disregard for norms of presidential speech and behavior (Waterboarding? Sure, and more!) His policies may be as you suggest, but his persona and tactics, are different.  I'm very disappointed to see that persona and those tactics get so many votes. And worried.
",0
5338,0,"The problem with this law is it will not do what supporters hope it will do.   Yes, it will increase wages for employees.  The problem is that the money has to come from somewhere.   Some companies will be able to afford to let business go as normal without any price increases or any other problems.   A number of others, probably the majority, will have to find some way to recoup the extra cost.   At best this will be a tie in lost jobs, lost hours and automation.  The one sure thing is  that what we call the poverty level has been raised.  That is the level at which you are considered 'poor' has been raised.
",0
5339,0,"The unopposed EWEB positions I can kind of understand.  It does make me wonder, however, in a city that appears on the surface to be as politically active and involved as Eugene that 3 city council positions are unopposed. (And no offense Betty, but one of them held by a 90 year old that has held the seat for 24 years!)  Either the folks in those Wards are: a. satisfied with direction the city is headed and have no complaints, b. don't pay any attention to the city political matters and don't really care, or c. care, but don't have the time, ambition, or courage to run.  I am not being critical.  I'm not running and although I have been involved in civic organizations and local governments in various ways for many years I have never considered running for an elected office and never will.  It is curious, however, given all the political rancor that more folks aren't interested in trying their hand at an elected position.
",0
5340,0,"I don't believe in the Tooth Fairy, the Easter Bunny or the literal words of Trump, Clinton, Sanders, Cruz or Rubio.  They are all professional liars and politicians (if there is in fact a difference).  None of them can accomplish what they say without the House and Senate.  Or in Trump's case, without changing membership of the Supreme Court for some of his alleged agenda.  The sky will not fall on January 20, 2017.  Civilization as we know it will not disappear.
",0
5341,0,"With new taxes and the pay raises, I think the increase will be considerably higher.
",0
5342,0.3,"I've done extensive research into minimum wage policies, and even the most left-wing of modern labor economists admit that high minimum wages have exert a downward pressure on youth employment and result in significant job losses during a recession. Oregon is riding high right now, but tends to be very hard hit during recessions. Oregon loses more jobs, and takes longer to recover them than the majority of other states. Having the nation's now-highest minimum wages will make this worse.  Something that is worth noting: Union pay scales are most often pegged to the minimum wage. The public sector unions that bought this legislation($100,000 from AFSCME to Gov. Brown and others) have just voted themselves another raise out of our pockets. That's all they care about, lining their own pockets. They wont care if this new price floor is disastrous for the state, because state jobs are more secure than private sector jobs. The public union extortion machine rolls on.
",0
5347,0.166666667,"The elephant in the room I see with Trump is that he has energized Republican turnout and Democratic turnout is down where Hillary just won.  If the young enthusiasts for Bernie get 'stuck' with Hillary and Trump keeps up the turnout on the other side; even more than normal, the Independents will decide this race.  The Republican 'establishment' will not whine if Trump has coattails to help them keep the House and Senate.  I don't believe Hillary has those coattails.
",0
5350,0,"Perhaps you think your employer is making a higher than normal profit due to paying you and your coworkers a lower wage than  you are worth to them. If that were so, why has another company not seen this as an opportunity and joined the competition for that higher than normal profit, which would automatically bid up the wages paid to you since there would be more demand for workers with your skills? More likely, you are unaware of the actual profitability (or lack of) enjoyed by your employer and are judging your pay not on your value to your employer, but on your own needs and desires. We all have needs, to be sure, but making someone else pay for them without producing equivalent value is not something that can ever work in the long run. This is what has happened in Greece.  It is also likely that you are discouraged from looking for a better job. The reason they are hard to find is precisely because policies like this one are reducing job opportunities. Vote for different leaders.
",0
5354,0,"It doesn't.  But pardon me, I assumed you had a more in depth info base that covered tax rates, benefits, and sick time other than posting simple numbers to support your opinion.
",0
5356,0,"Here is the definition of a criminal from """"the Free Dictionary""""...on line version """"1. (Law) a person charged with and convicted of crime""""  Your statement that a person is a """"criminal"""" if they have """"committed a crime before they are actually convicted"""" is, I presume your opinion, not the statement of any legal reference source.  We have, as you know, a presumption of innocence as the backbone of our criminal justice system.  You will note that legal documents and all media reports are very careful to respect the principle of """"innocent until proven guilty.""""  Our court system is the venue for proving (or not proving) someone guilty of a crime and, thereby, defining him/her as a criminal.  I may think someone is guilty.  You, or anyone else, may think someone is  guilty.  However, when applied to our legal system, that """"charged and convicted of a crime"""" is the key factor defining a persom as a criminal.
",0
5357,0,"People support Trump because he is a breath of fresh air in a politically correct world.  I greatly admire that he refuses to play by same old standard rules and as mc says a President is really pretty limited in power (except with regards to starting wars).
",0
5362,0,"Paul.... you misspelled """"Obama""""
",0
5363,0,"The only part that was opinion was guessing the price of the latte. A full-time, minimum-wage worker in Portland in 2022 will make a gross salary of $30,680, regardless of where he or she is employed, thanks to the governor's signature today. Feel free to use your crystal ball to calculate tax rates, benefits and sick time six years from now.
",0
5364,0.4,"Well said.  Virtually all of our liberal posters have  them as 'criminals' even as they sit awaiting trial.
",0
5365,0,"The way you set it up makes for a predetermined outcome. First, your Oxfam data is old. The new figure is 62 people own as much as the bottom half of the world's population. That IS wealth re-distribution. I am against that. It is unconscionable and unsustainable for this imbalance of wealth and resulting power to continue. http://www.huffingtonpost.com/entry/global-wealth-inequality_us_56991defe4b0ce4964242e09  """"Five years ago, it took 388 rich guys to achieve that status."""" """"The wealth of the richest 62 has increased an astonishing 44 percent since 2010, to $1.76 trillion. Meanwhile, the wealth of the bottom half of the world dropped by 41 percent."""" As Sanders says, """"58 percent of all new income since the Wall Street crash has gone to the top one percent."""" The """"rich"""" are not paying 35% in taxes. Regan noted millionaires sometimes pay nothing in taxes. Legions of tax attorneys and offshore accounts ensure that. You comparison to the national debt is irrelevant.
",0
5368,0,"""""What does labor want? We want more..."""" Samuel Gompers,  Founder of the American Federation of Labor (AFL)  We all want more, but it should come as a result of producing more, not as a result of coercing others to give it to us by power of the government or labor unions, and especially not the AFSCME which unduly influences the politicians with money they get from the taxpayers. The politicians gladly take those campaign contributions, use it to stay in power, and look for the next favor they can do for the AFSCME to keep the game going. Often the favors hide the benefits to AFSCME, as this minimum wage bill did. This will not stop until we as voters demand that any would be politician we would vote for pledge never to take any contribution from the AFSCME.
",0
5370,0,"""""Available"""" and required by law:  In October 2005, Congress passed and President Bush signed into law legislation making it unlawful for any licensed importer, manufacturer or dealer to sell or transfer any handgun unless the transferee is provided with a secure gun storage or safety device. A “secure gun storage or safety device” is defined in 18 U.S.C. § 921(a)(34) as: (A) a device that, when installed on a firearm, is designed to prevent the firearm from being operated without first deactivating the device; (B) a device incorporated into the design of the firearm that is designed to prevent the operation of the firearm by anyone not having access to the device; or C) a safe, gun safe, gun case, lock box, or other device that is designed to be or can be used to store a firearm and that is designed to be unlocked only by means of a key, a combination, or other similar means. Dr. Forester does want  a law which already exists. He needs to find a new hobby.
",0
5376,0,"I remember this interview. So what does this have to do Wig and his part in the FAUX lawsuit against Callahan?
",0
5377,0.3,"""""I’m a life-long Democrat"""" I'm sorry have you seen a medical professional for your problem?
",0
5378,0,"Good news! Per the Washington Post.  Hillary's problems will soon be over and she will be vindicated. """"The Justice Department has granted immunity to the former State Department staffer who worked on Hillary Rodham Clinton’s private email server, a sign the FBI investigation into possible criminal wrongdoing is progressing. A senior U.S. law enforcement official said the FBI had secured the cooperation of Bryan Pagliano who worked on Clinton’s 2008 presidential campaign before setting up the server in her New York home in 2009. Pagliano, who invoked the Fifth amendment before Congress, is now cooperating with prosecutors. The email investigation is being conducted by FBI counterintelligence agents and supervised by the Justice Department’s National Security Division.  She has the same attorney that President Clinton had when he had his little impeachment problems  and also represented General Petraeus on his classified leaks case and got him off on misdemeanor.
",0
5379,0.4,"Well I can think of any number of stupid and anti-social things I could do as well.    Does just being 'different' have so much value to you that you don't care if it also means a total absence of ethics or rational judgement?  Where is the redeeming quality ofTrump mocking a disabled reporter?     Talking about his trophy wives and ex wives.  Is 'trading up' to a new model OK for a marriage agreement?  A wall?  Paid for by Mexico?  When you think of """"a wall"""" what do you think of first;  Communist East Germany/USSR  or China?  Good company for modern democracy?  I agree that no President can, by himself, destroy the country.   I think Trump is a nightmare not a hero.    It's only my opinion, but I am not alone if you believe any polling.  It's only an opinion Out.    But for those who think Trump could, or should, become President of the United States, they should know what they face in opposition.  I would like to see a viable Republican candidate and not a freak show.
",0
5383,0,"I don't know if sending material over Hotmail is better or not, but I agree there are differences.
",0
5384,0,"Yeah, it's a weird tension between Trump energizing his group but also being saddled with high negatives from the rest of the GOP (and energizing a small group of some Dems but even higher negatives for the rest). Is the turnout for Trump or also against him? He polled mostly around 40% on Super Tuesday. But Clinton has high negatives as well, so people that might vote """"anti-Trump"""" might not be willing to do that by voting for Clinton and vice versa.
",0
5387,0.166666667,"No, it's supposed entertainment, not unlike Donald Trump. Little substance, and we're all worse off for it. If Bieber had local connections, OK. And the only reason I'm giving it """"engagement time"""" is to comment on how silly it is to be so prominently featured, or even covered at all.
",0
5389,0,"If you have ever reviewed the US Citizenship Test, I think you must acknowledge that the facts tested there are indeed facts.  How many Supreme Court Justices there are or the difference between the three branches of government aren't exactly controversial issues.  Who wrote the Declaration of Independence?  What is the capital of the US?  Who was President during the Great Depression and WWII? Name an American Indian Tribe.  Why do some States have more Representatives than other States?  If these are too tough for you, there are study guides.  Even phone applications for the kids to use.  If a foreigner with English as a second language can pass these tests, even an Oregon teacher should be able to pass on the information if the students are actually in his/her class.  If they can't, that might explain the Oregon abysmal graduation rates.
",0
5392,0.4,"While President Obama is solely responsible for attacking Libya and Syria and assisting Saudia Arabia in their war against Yemen, and Bush for Afghanistan and Iraq, Congress abdicated its responsibility on this issue clear back at Gulf of Tonkin time in Vietnam.  Presidents can now kill anyone overseas they want, including US citizens.   If that starts a 'War' that's just the way it is.
",0
5393,0,"Here's a possibility.   If it's Hillary and Trump a debate might be really revealing for a change.   Hillary will make him look poorly informed, lacking experience, unsuitable in character for a job that put's your hand on the edge of atomic warfare.  OR,  Trump will get under her saddle and she might lose her cool.    The risk for Clinton, I think, is that she doesn't attack him back, albeit with much more sophisticated language.   Is American ready for a tough woman who fights back, or, will Trump tag her as a rich spoiled woman shamed by her husband.  I expect if Trump belittles her, he'll find she's a lot tougher than Rubio or Cruz.  Still hoping Republicans come to their senses, but time is running out.
",0
5395,0,"I don't think she is aware of the 'blind trusts' set up by previous millionaires who have held the office of President.  Or even the Federal law on such things for other Federal officials.    She probably doesn't even know that President Obama's assets are in one.  She refuses to do her own research so she isn't likely to discover it, either.
",0
5397,0.166666667,"As I've argued before, this election will not be decided by those who watch OPB.  There aren't enough of them.  Those are the debate judges.  Talking heads will decide who 'won' each debate; hoi polloi just want to see a good fight.   A lot of the rest who will watch the debates like to watch Trump take shots at his opponents.  This will be decided by those who show up to vote:  Democrat, Republican and Independent.  Whoever energizes the most voters or whoever alienates the most voters will be the deciding factor.   Will the angry voters show up and vote or stay home?  Depends on who or what they are angry about.   My crystal ball is very fuzzy.
",0
5398,0,"My question is what about those of us who are making just above 15.00 an hour now thru a lot of hard work and time whose experience and value is now going to be negated.. The past few years the minimum wage increase has been bigger than earned raises and with another jump coming in July that will be another hit. I know my company certainly hasn't felt the need to bump our wages to compensate . I feel this is just a slap to those who have paid their dues and worked their way up.. Also does anyone feel that the feel good will last long? As the costs of business rises and everyone passes the increase along what does it matter what the intent, you will still have people not being able to make it and then what?
",0
5399,0,"The $8 price was mere hyperbole, an exaggeration, comparable to some of the words you just used in a weak attempt to incite. However, an online menu I found had the highest-priced coffee drink at $5.75, so who knows? I'll pay more attention next time I'm in a Starbucks. It was recently reported that the price of coffee beans had dropped by a third, but analysts didn't expect Starbucks prices to reflect that. Why? Increased labor costs from minimum-wage legislation. A starting salary of $30,000+ for a first job requiring little more than a pulse should help make Portland an even more desirable destination than it is now. Let's see if $30K stands up as an acceptable living wage there in six years.
",0
5402,0,"The issue ScienceDuck is that by using her own email server to store her emails (which no one else has ever done, despite the misstatement by Wills to the contrary), Clinton gave herself complete and sole control and access to her email archive, even though it was being used for official government business.  The difference between Clinton and Rice or Powell is that they also had government email accounts, which they primarily used for their official business.  Clinton, however, NEVER had a govt account.  ALL of her email went through her own private server  If she had used a govt account, like Rice and Powell, then the government would have access to the server containing the emails.  And if you use a commercial email service like Hotmail, as an example, Microsoft controls and has access to the server that the email resides on.  Clinton basically stored her emails where no one else would have access to them, even though she was conducting government business.   How convenient is that?
",0
5406,0,"This could really unsettle you, by the sounds of things, but have you considered that, just maybe, it's a)?  I'm pretty happy with Eugene, truth be told. And Ward 2 (my ward, the one that the """"90 year old has held for 24 years!"""") is really a very lovely and peaceful place to be. If anybody wanted to try their hand at it, and cared enough to campaign on what they might do better, I would fairly and democratically consider them. But I will say this: I will certainly take the No Problems that 90 year-old has delivered for 24 years, over the Who Knows What of Mystery Contender X, who is running for no better reason than to stir up rancor and upset the ward.
",0
5407,0,"Which democrats? I read the year old editorial and didn't find your claim. Perhaps you could quote it directly?
",0
5409,0.6,"Could it be the mirroring of admiration for GOP front runner Donald Trump, a misogynistic xenophobe, serial liar, bully, and overt racist with several divorces and bankruptcies?
",1
5412,0,"In the scheduling matter there are two distinct issues.  First, should the high schools have a common schedule and second, should the schedule have the 5x70 daily period and 12 week trimesters.  The answer to the first question is likely, yes, the schedule should be common for efficiency and consistency.  The answer to the second is less clear and less important.  The notion that every school needs to invent its own schedule is strange.
",0
5414,0.5,"The media is running scared now.  With Trump amassing victories they can no longer simply write him off as impotent.  Yet, in the media stories, the presumption is that the writer and reader are on the same page and confused about how stupid Americans are in supporting the Donald.  For a change, this will be an interesting election year.
",1
5416,0,"Is there any politician in Oregon who truly cares about People and Planet? I can't in good conscience vote for either of these slimy guys.
",0
5418,0,"I so wish we had an electoral system that allowed for third party candidates. Imagine letting candidates run, and designating that votes cast for them would  go to a specific someone else if they don't win. For example, one could vote for Bob Cassidy for mayor, and if he didn't win, those votes could go to Lucy Vinis. As things stand, elections with multiple candidates let the vote get split and the wishes of those voters get ignored. Hugh Massengill, Eugene
",0
5419,0,"Truth is, if the Democratic Party reversed the order of the primaries, Bernie would be in the lead and this article would be different. California, New York, Michigan, and the other industrial states have an ear for what he is saying, they know that a third term for Bill would be a real problem for American workers unsatisfied with his """"the jobs just aren't coming back"""" answers. Hugh Massengill, Eugene
",0
5420,0,"many years ago a large group of heath conscious individuals in the coastal range got together and form CATS, Citizens Against Toxic Spray.  they eventually got the spraying stopped on the sides of the road that was at times no more that 30 feet from someone's house. that was in the 70's.    -  I can name off perhaps a dozen people who have died of odd cancers , right about the age of 50 or so. several didn't make it past 35.   I know people die early, I know that people get cancers and die, but this is a cluster.  brain/spinal cancers, stomach cancers, pancreatic cancer. in actual old growth forest there is not much brush because the light doesn't get to the ground...
",0
5422,0.8,"Tongue firmly in cheek.  How did he manage to pass the background check to acquire his handgun??  Surely several more gun laws would have prevented this shooting.  Seriously though, this is the kind of criminal the murdered Sgt. Gooding in Seaside.  The liberals in Salem can try to goody two shoes these animals all they want.  Shorter sentences and probation are not the answer.  This idiot will end up killing someone if he doesn't get killed by the cops first.
",1
